name,dayofweek,state_pob,capacity,price,facebook_likes,youtube_suscrs,youtube_views,instagram_folls,instagram_likes,spotify_folls,spotify_pop,twitter_folls,twitter_mencs_usa,twitter_mencs,facebook_crec,youtube_crec,instagram_crec,twitter_crec,tickets
andy mckee,5,4779736,450,22.5,301058,5383,19074,38300,3826,71458,42,22650,9,10,-0.09100,1.74600,0.26100,0.07900,18
ani difranco,4,9535483,1008,43.75,320945,3252,58183,42900,9246,107337,47,54249,19,27,-0.02100,4.82800,0.69900,0.03700,81
ani difranco,5,601723,846,20,320945,3252,58183,42900,9246,107337,47,54249,19,27,-0.02100,4.82800,0.69900,0.03700,100
ann wilson,5,11536504,1702,52.5,124361,372,8602,22800,2562,2881,35,49469,20,25,0.45100,6.60300,3.50900,0.44700,96
antigone rising,2,8001024,200,18.5,13538,121,17074,1464,160,1347,13,22128,0,0,-0.03000,1.40600,-0.20500,-0.15400,64
anya marina,4,19378102,100,17.5,27894,6562,3722280,11000,1069,31762,43,18877,2,3,-0.20400,0.06800,0.90900,-0.04200,79
a perfect circle,2,5988927,5000,46.5,168389,147884,106456,108600,32882,655896,65,162492,145,179,-0.82500,0.17800,0.73700,0.26400,64
a perfect circle,2,38332521,4179,64.5,168389,147884,106456,108600,32882,655896,65,162492,145,179,-0.82500,0.17800,0.73700,0.26400,78
aqueous,5,19378102,430,13.5,26946,17,91,7832,752,6308,28,4168,186,217,1.52900,4.39600,2.93700,1.46400,51
atlanta opera,5,9687653,2250,98.625,10384,505,60747,3699,353,2,0,12990,0,0,0.06700,1.24000,0.32400,-0.01500,100
autograf,5,26448193,770,19.25,100425,3112,149442,25400,2428,53723,56,12528,49,85,-0.08000,0.78600,0.78700,-0.09600,64
avett brothers,5,4625364,3178,62.25,764461,102011,4731023,183300,44373,587028,63,201466,58,80,0.01500,0.35200,1.09100,0.15800,100
awesome tapes from africa,4,19378102,252,13.5,64227,15267,1152161,11800,668,,,11112,1,2,0.11100,7.72900,1.69500,0.19800,100
badfish trib to sublime,2,625741,750,21.5,104655,1002,247475,14300,264,,,4693,0,0,0.08200,0.53100,0.69900,0.29800,60
badfish trib to sublime,5,6547629,953,22.5,104655,1002,247475,14300,264,,,4693,0,0,0.08200,0.53100,0.69900,0.29800,100
badfish trib to sublime,3,19378102,765,14.5,104655,1002,247475,14300,264,,,4693,0,0,0.08200,0.53100,0.69900,0.29800,100
badfish trib to sublime,4,1052567,1920,18.5,104655,1002,247475,14300,264,,,4693,0,0,0.08200,0.53100,0.69900,0.29800,68
bad religion,2,38332521,470,17.5,429349,8692,193857,177900,23006,567483,60,155550,138,1000,-0.28500,-14.94200,0.61800,0.11200,100
bahamas,6,601723,946,12.5,67032,1204,113463,27200,10999,159529,61,20224,717,1000,0.14900,3.17500,1.10300,0.12400,100
bahamas,0,18801310,873,10,67032,1204,113463,27200,10999,159529,61,20224,717,1000,0.14900,3.17500,1.10300,0.12400,53
bambara,4,19378102,152,11,4363,4,1203,2318,843,1154,21,716,82,175,1.53600,1.08100,3.75300,0.55900,100
banda ms,6,6724540,6280,78.5,970615,2410731,1294645466,1900000,11071,3363253,76,1257514,532,1000,-0.66900,0.28200,0.00000,0.05600,100
banners,3,8001024,225,20,23362,90843,229101,15000,5268,93149,58,11113,1000,1000,0.18800,0.52500,0.00000,0.24300,77
barefoot movement,4,11536504,120,31.5,26787,1180,123167,2654,339,1551,12,1204,0,0,0.07800,0.95800,0.26400,0.16600,100
baths,5,5303925,619,15.25,106166,1073,38546,14100,3663,112775,45,29030,1000,1000,-0.07200,4.36100,0.00000,0.27600,38
baylor project,2,12830632,304,30,2590,1113,91069,3589,11,586,2,803,1,1,0.19300,1.17100,0.41800,0.37400,75
beach house,5,3751351,1700,32.5,624428,42675,11735174,169600,62500,652747,65,277022,647,1000,0.03500,0.85500,0.88400,-0.05800,97
bebel gilberto,3,26448193,266,39.5,117765,1377,18387,43500,1896,63435,48,87522,13,15,-0.07500,2.03400,0.69000,-0.29800,100
beck,3,601723,4853,65,766645,246133,1741503,269800,34491,780930,66,327243,1000,1000,-0.14000,0.09500,1.11200,0.00900,100
beck,5,4779736,2829,58,766645,246133,1741503,269800,34491,780930,66,327243,1000,1000,-0.14000,0.09500,1.11200,0.00900,100
ben harper,0,38332521,500,30,698159,4588,63981,121800,2412,515952,59,122967,70,78,-0.09000,8.17400,0.82100,0.00200,100
berlin,3,12830632,304,35,235958,88067,864258,3472,1136,109411,57,6932,1000,1000,-0.04200,2.53000,4.66600,0.53400,92
bettye lavette,4,19378102,300,42.5,18673,364,8800,1394,482,16010,38,3042,24,37,0.13400,1.85200,0.07200,0.09900,100
bilal,4,38332521,425,25,119271,2199,104141,101900,5119,108572,53,97705,1000,1000,0.29400,4.15800,0.00000,0.04900,69
bilal,4,38332521,425,25,119271,2199,104141,101900,5119,108572,53,97705,1000,1000,0.29400,4.15800,0.00000,0.04900,69
bill maher,6,11536504,1722,82.25,21931,1407318,9544600,320400,59634,,,11061616,383,1000,-9.80800,1.61800,0.21800,-0.49700,100
billy currington,4,4625364,2111,55,196679,332968,180362,163100,23978,1005834,67,677135,56,68,-0.81700,0.19200,0.92000,0.03200,60
billy currington,3,11536504,1545,51,196679,332968,180362,163100,23978,1005834,67,677135,56,68,-0.81700,0.19200,0.92000,0.03200,79
billy strings,1,4339367,500,19,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,55
billy strings,4,5988927,190,8,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,100
billy strings,5,4339367,325,22.5,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,100
billy strings,2,12702379,202,16.5,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,100
billy strings,5,11536504,340,18.5,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,100
billy strings,2,12702379,560,16.5,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,56
billy strings,3,12830632,800,13.5,31264,375,8850,19600,3628,9516,36,2115,11,14,2.12400,3.43500,3.06100,2.45900,45
black alley band,1,5773552,416,13.75,16030,2697,173870,18300,1295,,,10811,0,0,0.05000,0.52900,0.00000,-0.05500,87
black angels,5,18801310,762,27.5,197426,11651,1223822,38600,6225,256,22,20133,27,31,-0.01000,0.69900,0.25900,0.01500,65
black angels,0,601723,628,15,197426,11651,1223822,38600,6225,256,22,20133,27,31,-0.01000,0.69900,0.25900,0.01500,100
black angels,3,9535483,1050,26.5,197426,11651,1223822,38600,6225,256,22,20133,27,31,-0.01000,0.69900,0.25900,0.01500,52
blackberry smoke,5,6547629,2425,32.125,307458,0,14765115,64300,362,103856,52,50428,40,50,0.23500,2.46700,1.55500,0.16500,54
blackberry smoke,5,4625364,919,45,307458,0,14765115,64300,362,103856,52,50428,40,50,0.23500,2.46700,1.55500,0.16500,91
black jacket symphony,5,18801310,1571,27,39331,1074,213315,3668,138,,,1007,2,3,-0.00500,5.83900,0.24500,0.09900,84
black jacket symphony,3,18801310,1350,52,39331,1074,213315,3668,138,,,1007,2,3,-0.00500,5.83900,0.24500,0.09900,70
black jacket symphony,4,18801310,1895,32,39331,1074,213315,3668,138,,,1007,2,3,-0.00500,5.83900,0.24500,0.09900,41
black jacket symphony,6,18801310,2102,50,39331,1074,213315,3668,138,,,1007,2,3,-0.00500,5.83900,0.24500,0.09900,63
black tiger sex machine,2,3751351,1700,21.125,242889,1633,36971,62100,9755,45612,45,24501,4,4,0.23400,6.51300,0.96600,0.78800,44
black uhuru,6,38332521,500,27.5,687888,2784,21275,2247,520,121503,47,1448,7,8,-0.10600,19.80300,0.44500,0.27600,40
black veil brides,6,4779736,1300,32.75,53564,874264,156833162,1400000,141400,995220,60,646941,90,498,-9.60000,0.21700,0.00000,-0.11000,79
black violin,2,8791894,1366,39,166553,133940,11483303,48100,1725,40113,33,30249,9,9,0.06600,0.62600,0.00000,0.06300,44
black violin,4,19378102,1175,39.5,166553,133940,11483303,48100,1725,40113,33,30249,9,9,0.06600,0.62600,0.00000,0.06300,92
black violin,2,3046355,1629,26,166553,133940,11483303,48100,1725,40113,33,30249,9,9,0.06600,0.62600,0.00000,0.06300,63
black violin,1,9535483,900,40,166553,133940,11483303,48100,1725,40113,33,30249,9,9,0.06600,0.62600,0.00000,0.06300,71
blinds,0,5303925,246,2.25,149969,615971,13471744,9086,55,57,0,5296,863,1000,0.31600,0.05000,-0.02200,-0.26400,41
bob schneider,3,5029196,200,25,47367,605,40034,10300,1226,23469,40,20559,18,22,0.04600,1.68400,0.00000,0.05400,84
bob schneider,1,6547629,500,23.5,47367,605,40034,10300,1226,23469,40,20559,18,22,0.04600,1.68400,0.00000,0.05400,47
boney james,3,8791894,1222,49,163023,8517,757246,4720,932,55349,49,37433,48,49,0.08300,2.54000,6.16500,-0.67100,46
bon jovi,2,19378102,16576,99.625,469711,3427298,6714992,1000000,120800,3844728,74,3006937,1000,1000,-4.18900,0.36000,0.00000,-0.10400,100
bon jovi,5,3574097,8503,165,469711,3427298,6714992,1000000,120800,3844728,74,3006937,1000,1000,-4.18900,0.36000,0.00000,-0.10400,100
bon jovi,4,9687653,12667,289.5,469711,3427298,6714992,1000000,120800,3844728,74,3006937,1000,1000,-4.18900,0.36000,0.00000,-0.10400,100
bonnie x clyde,5,11536504,1000,10,203791,2558,64658,54200,164,16002,48,4,5,5,-0.05900,4.16700,1.29200,0.00000,87
boston pops esplanade orchestra,5,8791894,1286,114,40774,536,3278,50600,1263,,,7109,0,0,0.02000,1.49500,1.38300,-0.01400,100
boytoy,4,19378102,200,11,5651,15289752,272166805,6680,579,2690,23,661,151,227,0.54900,1.19100,2.06600,0.45400,79
boz scaggs,0,18801310,685,105,329226,2191,391441,1383,759,179815,56,2817,161,185,-0.00200,3.96700,7.08600,1.20700,100
boz scaggs,0,38332521,1275,69.5,329226,2191,391441,1383,759,179815,56,2817,161,185,-0.00200,3.96700,7.08600,1.20700,85
brandi carlile,6,19378102,2807,53,337834,88880,2119482,143900,26104,226974,58,56416,47,62,0.15800,2.58700,1.73700,0.71600,76
brandi carlile,3,19378102,2745,55.5,337834,88880,2119482,143900,26104,226974,58,56416,47,62,0.15800,2.58700,1.73700,0.71600,100
brantley gilbert,5,4339367,5219,42.375,778855,766853,17185448,1100000,124813,1205699,67,1508808,75,221,-0.36100,0.32000,0.00000,-0.11800,100
brantley gilbert,4,8001024,5685,42.375,778855,766853,17185448,1100000,124813,1205699,67,1508808,75,221,-0.36100,0.32000,0.00000,-0.11800,100
breeders,1,12830632,1370,39,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,100
breeders,2,4779736,1000,26.5,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,50
breeders,1,3831074,1425,26.5,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,100
breeders,5,26448193,1550,25.5,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,100
breeders,4,6547629,2425,15,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,93
breeders,2,19378102,1950,35,189494,9704,3904,35900,3954,144133,53,21424,310,621,-0.00900,1.79300,1.67100,0.43400,45
brent cobb,4,26448193,250,13.5,29996,4788,781392,22500,6138,19420,47,8966,40,50,0.84300,2.93900,2.22200,1.07100,100
brent cobb,4,625741,300,13.5,29996,4788,781392,22500,6138,19420,47,8966,40,50,0.84300,2.93900,2.22200,1.07100,36
brent cobb,4,38332521,500,7.5,29996,4788,781392,22500,6138,19420,47,8966,40,50,0.84300,2.93900,2.22200,1.07100,61
brent cobb,1,11536504,300,12.5,29996,4788,781392,22500,6138,19420,47,8966,40,50,0.84300,2.93900,2.22200,1.07100,100
brett eldredge,5,3574097,6737,35,135295,245272,86384021,1300000,5916,664765,66,1285601,47,73,-0.05000,0.33300,0.00000,0.25000,100
brevet,5,38332521,325,11,8529,1279,148317,494,122,7176,39,1564,199,252,0.22300,0.81300,-0.20200,0.63900,77
brian culbertson,1,4339367,475,42.5,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,67
brian culbertson,3,9535483,1015,49.5,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,76
brian culbertson,0,8001024,500,27.5,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,100
brian culbertson,2,18801310,1875,37.25,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,36
brian culbertson,1,6346105,314,39,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,100
brian culbertson,3,18801310,650,41.5,114208,35973,724529,21600,815,45984,46,29324,35,39,0.11900,0.79500,0.92600,-0.46700,97
brian fallon,5,601723,1200,12.5,66119,12021,20658,55100,20004,41053,49,41124,14,18,0.10100,0.21300,1.27000,0.72000,100
brian fallon,4,11536504,1000,23.5,66119,12021,20658,55100,20004,41053,49,41124,14,18,0.10100,0.21300,1.27000,0.72000,72
brian houston,5,26448193,5922,39.25,343742,32954,154637,554000,679,1751,23,554209,4,9,0.07000,0.52500,1.02900,0.15900,100
bria skonberg,2,19378102,160,7.5,15830,1680,137160,5377,525,3995,39,3599,2,2,0.36600,0.70900,4.94700,0.58300,84
broken arrow the music of neil young,4,8791894,691,24.5,1546,131251,34066316,217500,39332,,,446475,0,0,0.25900,1.48100,0.13800,0.26300,63
broken arrow the music of neil young,5,19378102,435,40.5,1546,131251,34066316,217500,39332,,,446475,0,0,0.25900,1.48100,0.13800,0.26300,85
broken social scene,6,18801310,764,27.375,144710,5529,811911,12800,3211,180141,53,70885,29,45,-0.03000,0.83900,0.00000,0.02000,36
broken social scene,5,19378102,1573,45.5,144710,5529,811911,12800,3211,180141,53,70885,29,45,-0.03000,0.83900,0.00000,0.02000,49
buckcherry,4,12702379,1000,31.5,866586,0,825917,44200,1868,230287,53,104261,68,87,-0.06500,0.35300,0.45200,-0.01800,80
buddy guy,6,18801310,2360,75,804286,6860,148704,90900,24623,409488,53,106244,107,151,-0.04000,3.32500,0.55000,0.30700,62
buddy guy,3,18801310,1795,57,804286,6860,148704,90900,24623,409488,53,106244,107,151,-0.04000,3.32500,0.55000,0.30700,56
buddy guy,3,11536504,1702,57.25,804286,6860,148704,90900,24623,409488,53,106244,107,151,-0.04000,3.32500,0.55000,0.30700,81
buffalo tom,4,6547629,953,27.5,16328,369,10640,2043,966,15521,33,5049,10,12,0.14100,1.22200,1.02800,0.59400,100
bullet for my valentine,2,4779736,1300,33,413829,1170423,7523070,543000,55800,1298563,70,253913,151,170,-2.10100,0.19400,1.05000,0.05500,60
byrne david,1,26448193,2268,114.875,240672,24151,8648105,44200,8256,121665,52,42347,49,50,0.34900,8.68900,3.84600,1.22300,97
byrne david,5,601723,3119,112.5,240672,24151,8648105,44200,8256,121665,52,42347,49,50,0.34900,8.68900,3.84600,1.22300,100
byrne david,2,2700551,2016,75,240672,24151,8648105,44200,8256,121665,52,42347,49,50,0.34900,8.68900,3.84600,1.22300,89
byrne david,4,26448193,1738,122,240672,24151,8648105,44200,8256,121665,52,42347,49,50,0.34900,8.68900,3.84600,1.22300,100
byrne david,3,6392017,1477,120,240672,24151,8648105,44200,8256,121665,52,42347,49,50,0.34900,8.68900,3.84600,1.22300,100
by the thousands,0,6724540,500,11,24167,391727,45533041,5020,832,1230,19,2394,91,203,-0.04600,1.26800,0.12000,-0.37600,24
cadillac three,2,601723,500,10,128981,41810,17822028,89300,1466,65463,52,67490,10,12,0.14000,0.52700,0.56000,0.10200,61
caitlyn smith,6,625741,300,16,19230,4550,190747,22400,3608,12726,45,9404,6,15,0.24400,0.58100,0.44600,0.30800,5
california honeydrops,5,601723,665,22.5,41553,2518,353443,8487,1011,28886,45,2384,3,5,0.22600,0.58700,1.75600,0.04200,100
california honeydrops,2,5686986,400,15.5,41553,2518,353443,8487,1011,28886,45,2384,3,5,0.22600,0.58700,1.75600,0.04200,50
cameo,5,9687653,6989,102.5,39766,3825,250908,2606,659,228330,52,1111,1000,1000,0.10100,48.21300,0.07700,0.27000,38
camila cabello,6,12830632,2540,19.25,539656,8283733,22083636,22700000,1913200,4846692,82,7103610,1000,1000,6.79100,1.59000,2.20300,0.29400,100
canadian brass,6,6483802,1137,4.5,112301,58341,5885174,33500,3523,16237,32,11869,11,13,0.08700,0.35600,1.79100,0.14300,57
carbon leaf,6,19378102,200,30,34895,3033,161018,6611,1023,14978,34,8999,0,0,0.11500,0.62000,0.42400,0.08900,71
carbon leaf,5,19378102,400,12.5,34895,3033,161018,6611,1023,14978,34,8999,0,0,0.11500,0.62000,0.42400,0.08900,49
carmen,5,9687653,2250,98.625,522972,4772,2252896,14000,1379,69249,56,11088,1000,1000,-0.05700,3.18600,6.42900,0.02700,100
carnifex,6,26448193,300,10,602039,23162,1300833,116000,6082,97519,42,46109,18,89,-0.12800,0.11200,0.60300,0.13700,55
car seat headrest,1,19378102,500,12.5,76043,646,19682,35400,12741,137996,57,41898,89,182,0.43100,4.50700,2.26000,-0.20800,100
car seat headrest,1,989415,525,16.5,76043,646,19682,35400,12741,137996,57,41898,89,182,0.43100,4.50700,2.26000,-0.20800,84
casey abrams,2,6346105,110,17.5,153807,27291,1271804,42500,2503,41100,44,120731,5,7,0.00300,0.15900,0.47100,-0.05800,66
casting crowns,3,6346105,2495,41.875,625550,519079,18935128,299200,8418,764288,61,558422,90,97,-0.46900,0.82300,1.10300,0.11600,100
casting crowns,4,4779736,5829,44.25,625550,519079,18935128,299200,8418,764288,61,558422,90,97,-0.46900,0.82300,1.10300,0.11600,59
casting crowns,4,6346105,3032,45.6,625550,519079,18935128,299200,8418,764288,61,558422,90,97,-0.46900,0.82300,1.10300,0.11600,100
celtic woman,2,18801310,1533,69,356210,247900,1078894,21500,3177,185599,53,37061,22,1000,-0.00500,3.73900,0.46500,0.04600,92
celtic woman,4,4533372,3059,67,356210,247900,1078894,21500,3177,185599,53,37061,22,1000,-0.00500,3.73900,0.46500,0.04600,39
celtic woman,4,6483802,2383,72.5,356210,247900,1078894,21500,3177,185599,53,37061,22,1000,-0.00500,3.73900,0.46500,0.04600,46
celtic woman,5,26448193,3484,82,356210,247900,1078894,21500,3177,185599,53,37061,22,1000,-0.00500,3.73900,0.46500,0.04600,68
chad prather,4,18801310,474,40.75,262186,146501,4467118,57100,0,181,1,74918,12,32,0.63900,3.80600,1.22600,0.23100,51
chad prather,2,18801310,1239,43.5,262186,146501,4467118,57100,0,181,1,74918,12,32,0.63900,3.80600,1.22600,0.23100,28
charley crockett,6,26448193,250,13,16681,1777,286020,17000,3119,8317,42,2094,3,4,0.99500,5.61000,2.94100,2.77000,100
charlie berens,3,5686986,1191,30,174880,32163,635850,26000,56,,,31881,1,1,0.92200,0.69200,0.76900,-0.07800,100
cheech  chong,4,19378102,1537,70,661618,4184,563646,2300000,9560,14241,29,132529,23,25,0.01000,2.51200,0.00000,0.05400,100
cheech  chong,5,19378102,1013,69.5,661618,4184,563646,2300000,9560,14241,29,132529,23,25,0.01000,2.51200,0.00000,0.05400,73
chris botti,5,18801310,693,97.75,213044,13855,3590509,19800,2988,71581,50,8127,23,25,0.04600,1.05500,1.51500,0.36900,100
chris botti,4,18801310,1735,45,213044,13855,3590509,19800,2988,71581,50,8127,23,25,0.04600,1.05500,1.51500,0.36900,46
chris botti,2,18801310,2100,65,213044,13855,3590509,19800,2988,71581,50,8127,23,25,0.04600,1.05500,1.51500,0.36900,97
chris botti,6,1567582,1957,53,213044,13855,3590509,19800,2988,71581,50,8127,23,25,0.04600,1.05500,1.51500,0.36900,48
chris botti,1,18801310,1126,67.5,213044,13855,3590509,19800,2988,71581,50,8127,23,25,0.04600,1.05500,1.51500,0.36900,100
chris lane,3,9883640,1200,14.685,153545,73595,42271217,304500,91305,144117,66,107339,37,184,0.22400,6.05800,1.83900,0.40000,50
chris smither,4,6547629,430,32.5,12913,254,16515,513,378,11232,40,418,2,3,0.05400,1.75000,3.31400,1.43500,50
chris smither,4,19378102,200,26.25,12913,254,16515,513,378,11232,40,418,2,3,0.05400,1.75000,3.31400,1.43500,52
christophe mae,4,6547629,500,27.5,385372,289320,84836094,84900,17234,149708,52,3575308,39,70,-0.18900,0.68400,0.23600,-0.18700,50
chris young,2,2967297,7270,30.75,983249,592371,518587,1000000,1064,1055678,69,1846692,99,159,-0.10800,0.49900,0.00000,-0.04600,70
chris young,4,26448193,5223,47,983249,592371,518587,1000000,1064,1055678,69,1846692,99,159,-0.10800,0.49900,0.00000,-0.04600,100
chris young,3,4779736,7308,35.75,983249,592371,518587,1000000,1064,1055678,69,1846692,99,159,-0.10800,0.49900,0.00000,-0.04600,90
chromeo,1,26448193,2200,34.5,479861,117427,31245960,140000,5998,235622,62,115405,80,92,-0.04400,0.37300,0.35700,-0.04200,61
cigarettes after sex,0,601723,1115,12.5,503874,372032,95200795,149200,40242,592838,66,86704,599,1000,0.53600,0.80100,3.08300,2.46500,100
cigarettes after sex,1,3831074,850,21,503874,372032,95200795,149200,40242,592838,66,86704,599,1000,0.53600,0.80100,3.08300,2.46500,100
cigarettes after sex,4,6547629,953,21,503874,372032,95200795,149200,40242,592838,66,86704,599,1000,0.53600,0.80100,3.08300,2.46500,100
cigarettes after sex,4,5029196,1150,21,503874,372032,95200795,149200,40242,592838,66,86704,599,1000,0.53600,0.80100,3.08300,2.46500,100
cirque du soleil  corteo,3,11536504,4590,82,745780,7549,185340,742600,7968,,,701055,9,15,0.73700,1.91500,0.60600,-0.06500,100
cirque du soleil  corteo,3,6346105,2854,74,745780,7549,185340,742600,7968,,,701055,9,15,0.73700,1.91500,0.60600,-0.06500,100
clay walker,5,18801310,1500,22.5,79717,20347,4225276,125000,8766,300081,55,183945,24,26,-0.54200,2.84300,1.52000,-0.39100,22
clay walker,3,26448193,1773,42.5,79717,20347,4225276,125000,8766,300081,55,183945,24,26,-0.54200,2.84300,1.52000,-0.39100,63
clementine,0,18801310,1865,4,137747,90695,4915011,51100,22911,3459,51,18126,439,813,0.20300,0.56100,2.54400,0.01100,91
click clack moo,4,1567582,1738,3.25,137747,90695,4915011,51100,22911,,,18126,3,6,0.20300,0.56100,2.54400,0.01100,46
clint black,1,38332521,1100,65,95094,49510,732966,65500,5101,252074,55,60761,30,32,-0.78700,0.86300,0.30500,0.15800,85
clutch,3,4779736,1300,25,398683,61259,1005354,58000,6468,205256,54,40359,1000,1000,0.12700,0.21600,0.69000,0.17600,44
clutch,0,9687653,978,30.5,398683,61259,1005354,58000,6468,205256,54,40359,1000,1000,0.12700,0.21600,0.69000,0.17600,61
coast modern,4,38332521,470,16,15484,12843,2039879,15300,8658,68743,59,8276,5,6,0.22600,1.17200,0.00000,0.02400,100
coast modern,1,6724540,475,18.5,15484,12843,2039879,15300,8658,68743,59,8276,5,6,0.22600,1.17200,0.00000,0.02400,100
cody jinks,4,6346105,1400,31,493443,0,24487958,138400,11103,93235,61,33296,302,703,1.57800,2.24700,4.04600,2.18000,100
cody jinks,4,6346105,1400,31,493443,0,24487958,138400,11103,93235,61,33296,302,703,1.57800,2.24700,4.04600,2.18000,100
colour conference,5,19378102,1869,117,28599,202374,11090605,56400,1306,,,161568,1,1,0.05900,0.60600,0.53200,0.06100,83
colter wall,5,625741,307,16,41820,9902,244238,40600,23124,49826,52,12206,29,55,2.79500,6.20300,3.44800,2.99900,100
colt ford,4,18801310,1500,22.5,657051,203767,37352652,152000,6662,432473,60,334646,18,20,-0.17300,0.74900,1.57900,0.02200,60
con brio,6,989415,550,13.5,18797,1102,220034,4708,679,7404,35,1814,27,35,0.75500,0.73800,3.99300,0.66200,16
consider the source,5,5029196,625,16,39857,208,14511,7414,368,6736,23,2954,137,178,0.05000,1.55100,0.52600,0.00000,49
convalescence,4,26448193,300,9,23661,40,3326,2700,327,1037,8,3995,35,52,0.38500,1.92400,1.55600,0.30000,55
corey smith,3,3751351,1700,25.5,231568,22141,3937002,39900,1158,62217,49,66871,16,23,0.01700,0.49300,0.25100,-0.09300,22
counterfeit,1,19378102,325,40,34351,33467,831951,118200,34480,35805,35,39597,319,709,0.11900,0.66200,-0.25400,-0.21500,53
counterfeit,0,26448193,250,13.5,34351,33467,831951,118200,34480,35805,35,39597,319,709,0.11900,0.66200,-0.25400,-0.21500,47
cowboy junkies,6,6547629,743,40,64243,1202,110613,2623,623,59166,46,5095,29,34,0.22900,3.15900,2.47800,0.84400,79
cowboy junkies,5,6547629,430,45,64243,1202,110613,2623,623,59166,46,5095,29,34,0.22900,3.15900,2.47800,0.84400,100
crowder,6,38332521,1922,44.25,934529,180870,45307713,321300,1458,144034,56,435028,697,1000,0.09100,1.64200,1.18300,0.06400,85
cut chemist,4,625741,300,21.5,109324,3970,243042,53400,164,42892,43,36791,13,15,-0.00100,1.13700,1.49800,0.06300,48
cut chemist,1,6547629,500,22.5,109324,3970,243042,53400,164,42892,43,36791,13,15,-0.00100,1.13700,1.49800,0.06300,32
cut copy,3,12830632,2540,14.5,386021,1583,411370,27400,3071,197580,55,470844,52,75,-0.05300,0.12300,0.36500,-0.03700,48
dagny,3,38332521,496,16,18401,32230,4822848,35600,6744,40249,66,7926,148,243,0.26600,1.13100,1.96600,0.97100,100
danish string quartet,5,18801310,518,62.5,13722,1369,194385,3444,954,5565,34,1473,3,3,0.11700,0.46600,2.75800,0.40700,45
danny seraphines cta featuring bill champlin,5,18801310,550,35,13722,1369,194385,3444,954,,,1473,0,0,0.11700,0.46600,2.75800,0.40700,100
darkness,1,26448193,900,25.5,12194,39163,5112416,42400,5384,167072,54,54932,1000,1000,-0.04900,0.53600,0.23600,-0.01300,95
darkness,2,12830632,1150,14.75,12194,39163,5112416,42400,5384,167072,54,54932,1000,1000,-0.04900,0.53600,0.23600,-0.01300,69
dark star orchestra,4,19378102,1950,47.25,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,100
dark star orchestra,1,9535483,1050,29,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,63
dark star orchestra,1,601723,640,43.875,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,100
dark star orchestra,3,4625364,927,30,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,79
dark star orchestra,6,9535483,1200,31.2,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,100
dark star orchestra,5,9535483,1974,22,268465,186,161,29800,878,2315,4,13359,9,11,0.03700,1.24200,2.34900,0.38900,54
darlingside,1,9883640,400,17.5,20885,3180,439111,8011,1447,18536,55,5096,45,73,0.21100,0.70600,2.39700,0.21600,100
daughtry,0,12830632,1787,48.5,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,99
daughtry,4,3574097,6410,35,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,96
daughtry,2,19378102,1950,67.25,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,62
daughtry,1,8791894,1277,79,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,100
daughtry,1,8791894,1277,79,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,100
