name,dayofweek,state_pob,capacity,price,facebook_likes,youtube_suscrs,youtube_views,instagram_folls,instagram_likes,spotify_folls,spotify_pop,twitter_folls,twitter_mencs_usa,twitter_mencs,facebook_crec,youtube_crec,instagram_crec,twitter_crec,tickets
jason isbell,0,26448193,1092,44.25,221759,27001,3019084,199400,38203,53069,58,212137,173,298,0.23000,1.44500,1.15300,1.13900,83
jason isbell,2,26448193,3486,46.25,221759,27001,3019084,199400,38203,53069,58,212137,173,298,0.23000,1.44500,1.15300,1.13900,65
jason isbell,6,6346105,1696,66.5,221759,27001,3019084,199400,38203,53069,58,212137,173,298,0.23000,1.44500,1.15300,1.13900,100
jason isbell,4,4625364,2111,60,221759,27001,3019084,199400,38203,53069,58,212137,173,298,0.23000,1.44500,1.15300,1.13900,98
jay leno,5,3751351,3450,122.5,802017,2195229,16581631,869000,25314,72,0,641959,139,221,-0.05200,7.60400,0.86300,-0.02600,85
jd mcpherson,6,625741,300,19,66553,3969,686211,19100,7068,48318,48,14284,16,16,0.13500,0.83900,1.04700,0.13300,38
jd mcpherson,4,19378102,1100,22.5,66553,3969,686211,19100,7068,48318,48,14284,16,16,0.13500,0.83900,1.04700,0.13300,81
jd mcpherson,2,6547629,430,24,66553,3969,686211,19100,7068,48318,48,14284,16,16,0.13500,0.83900,1.04700,0.13300,59
jean michel jarre,1,26448193,2345,69.5,569882,66270,2733153,53900,7745,194394,50,36444,67,71,-0.03400,0.03600,0.37100,0.10400,54
jeff dunham,4,2853118,5126,51,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,5,1826341,8406,53.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,2,5029196,4390,24.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,2,19378102,7161,24.25,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,3,18801310,6023,54.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,6,18801310,8242,54.25,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,3,4339367,5379,51.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,6,3046355,5981,23,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,3,5029196,5621,22.75,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,5,4625364,7690,51,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,5,18801310,6876,54.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,6,18801310,8047,23,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff dunham,4,18801310,6350,54.5,899103,1690309,82918966,575500,17148,41134,32,537354,60,79,-0.74700,-0.55700,0.29500,0.00300,100
jeff rosenstock,5,6547629,953,15,36716,254,22237,29000,9811,34392,47,28230,24,24,0.24000,1.22300,1.03400,0.99500,100
jennifer lopez,2,2700551,4027,233,550366,8803683,38489443,77500000,2864000,5006153,77,43905314,898,1000,-5.10400,0.10400,0.90300,-0.19900,100
jennifer lopez,1,2700551,4212,233,550366,8803683,38489443,77500000,2864000,5006153,77,43905314,898,1000,-5.10400,0.10400,0.90300,-0.19900,100
jeremy camp,4,8791894,1222,52,447466,219646,6559348,313900,27255,397102,56,519033,63,64,-0.12300,0.21900,0.76500,-0.00600,90
jerry seinfeld,4,12702379,1812,107.5,34393,7122,1715241,884500,54186,18008,21,4188963,165,267,0.97100,3.31500,1.53800,0.08400,100
jerry seinfeld,4,2700551,3695,123.75,34393,7122,1715241,884500,54186,18008,21,4188963,165,267,0.97100,3.31500,1.53800,0.08400,100
jerry seinfeld,5,12702379,2823,122.5,34393,7122,1715241,884500,54186,18008,21,4188963,165,267,0.97100,3.31500,1.53800,0.08400,100
jerry seinfeld,4,6547629,3638,121.25,34393,7122,1715241,884500,54186,18008,21,4188963,165,267,0.97100,3.31500,1.53800,0.08400,100
jersey boys,3,9883640,1495,60,103671,1915,1316918,10100,1687,34589,37,18476,59,97,0.03500,0.04300,0.99000,0.01100,100
jersey boys,1,5303925,2545,88,103671,1915,1316918,10100,1687,34589,37,18476,59,97,0.03500,0.04300,0.99000,0.01100,100
jersey boys,1,18801310,2575,65.25,103671,1915,1316918,10100,1687,34589,37,18476,59,97,0.03500,0.04300,0.99000,0.01100,100
jersey boys,1,18801310,2516,65.25,103671,1915,1316918,10100,1687,34589,37,18476,59,97,0.03500,0.04300,0.99000,0.01100,100
jesse cook,2,19378102,350,37.5,51670,22633,2376845,8042,2740,32292,43,7523,10,11,0.11000,1.53200,1.09400,0.19900,57
jesse cook,2,6547629,743,33.5,51670,22633,2376845,8042,2740,32292,43,7523,10,11,0.11000,1.53200,1.09400,0.19900,51
jessie ware,0,12830632,1000,14.5,358024,406268,62088993,255800,11026,411563,61,226738,60,77,-0.02000,0.32300,0.35200,-0.17800,80
jessie ware,5,6547629,953,26.5,358024,406268,62088993,255800,11026,411563,61,226738,60,77,-0.02000,0.32300,0.35200,-0.17800,100
jim breuer,5,19378102,1069,114.75,412558,30763,3296339,79100,3721,6208,26,131585,3,4,0.08100,0.57500,0.88500,0.02400,100
jim brickman,5,19378102,250,80,140853,21794,3940796,4090,328,47379,51,16147,11,11,0.13100,2.67500,0.39100,-0.02500,49
jim gaffigan,4,26448193,6310,72.25,873839,116334,22378343,376200,18870,119000,55,3008057,71,88,0.26200,0.30500,1.09000,-0.06800,100
jim jefferies,4,12830632,1929,107.5,587361,124773,19075591,150700,40169,22312,44,434608,192,274,0.48900,2.05100,4.04800,1.42300,97
jim jefferies,5,5686986,2211,112,587361,124773,19075591,150700,40169,22312,44,434608,192,274,0.48900,2.05100,4.04800,1.42300,99
jim jefferies,4,3751351,3450,92.5,587361,124773,19075591,150700,40169,22312,44,434608,192,274,0.48900,2.05100,4.04800,1.42300,59
jimmy eat world,1,12830632,2428,14.25,465170,115068,1903700,133400,27528,652247,64,2578477,136,302,-0.26700,0.09300,0.15000,-0.05500,100
jim norton,5,18801310,544,59.5,146123,77889,3347719,126800,7405,10705,36,499842,25,49,-0.06500,1.13700,0.94600,-0.15900,73
jinkx monsoon,5,12830632,1150,42.5,408480,58441,3517695,810900,123300,21076,35,353319,31,39,-0.02800,2.71300,0.67800,0.45600,16
joan osborne,3,19378102,206,47.5,52337,4552,82118,2202,748,59841,48,9852,45,54,0.04000,2.16000,1.09000,0.20300,100
joan osborne,3,19378102,350,42.25,52337,4552,82118,2202,748,59841,48,9852,45,54,0.04000,2.16000,1.09000,0.20300,66
joan osborne,6,19378102,400,42,52337,4552,82118,2202,748,59841,48,9852,45,54,0.04000,2.16000,1.09000,0.20300,78
joe perry,2,6547629,2425,57.25,569838,925,14209,277900,24234,7110,36,514408,67,211,-0.02600,2.22400,1.51100,0.11700,57
joe rogan,4,6547629,1003,58,9507,3038095,14701220,3700000,213000,77013,52,4232664,697,1000,65.39400,-4.57100,2.70300,0.43000,100
joe rogan,4,19378102,3081,70,9507,3038095,14701220,3700000,213000,77013,52,4232664,697,1000,65.39400,-4.57100,2.70300,0.43000,100
joey badass,4,5773552,2000,12.5,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,97
joey badass,6,26448193,900,27.25,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,86
joey badass,1,9687653,1050,13,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,94
joey badass,6,9535483,750,13,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,100
joey badass,5,12702379,1000,12.5,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,100
joey badass,3,19378102,2800,14.75,795440,10212,1842684,1500000,634400,1053220,74,905575,121,252,-0.10200,-127.70300,0.00000,0.18300,100
john cafferty the beaver brown,5,6547629,430,14,795440,10212,1842684,1500000,634400,5300,37,905575,4,4,-0.10200,-127.70300,0.00000,0.18300,100
john cleese the backlot project,4,4533372,2613,154.75,713023,25327,327444,147,0,,,5617439,0,0,1.09900,0.24800,-0.68000,0.06100,66
john fogerty,6,3574097,6664,59,842265,62118,11503772,38000,7367,244234,53,124816,64,73,-0.02100,1.23900,1.05300,-0.46100,100
john fullbright,5,5029196,200,20,22676,397,24561,1360,0,13780,30,9028,2,2,0.04400,2.76900,0.00000,0.00000,100
john moreland,2,3751351,1000,22.5,30954,1496,171929,29000,3742,40593,46,13523,11,14,0.93000,4.75300,1.03400,0.77600,23
john moreland,3,3751351,1700,32.5,30954,1496,171929,29000,3742,40593,46,13523,11,14,0.93000,4.75300,1.03400,0.77600,32
johnny a,5,19378102,200,22.5,4083,3341412,130919560,5400000,750100,1415,7,22975,119,168,0.07300,0.54600,0.00000,0.10000,66
johnny mathis,3,18801310,1325,64,438051,3139,146612,459,0,101719,50,5288,26,35,-0.05500,0.14500,1.08900,0.26500,94
johnny mathis,4,8791894,2868,77,438051,3139,146612,459,0,101719,50,5288,26,35,-0.05500,0.14500,1.08900,0.26500,75
john prine,5,12830632,1392,88,221051,20182,2671859,72400,10170,125498,58,20193,57,80,0.31500,2.11000,1.10500,1.94600,100
john prine,4,19378102,5986,88.5,221051,20182,2671859,72400,10170,125498,58,20193,57,80,0.31500,2.11000,1.10500,1.94600,100
john prine,4,12830632,3508,103,221051,20182,2671859,72400,10170,125498,58,20193,57,80,0.31500,2.11000,1.10500,1.94600,100
jolie holland,1,6346105,110,17.5,27594,193,9480,2171,448,18987,36,2751,4,4,-0.05400,0.92800,0.23000,0.32700,31
jonny lang,6,6392017,903,41.5,240551,38230,268358,17700,6973,115420,45,36354,7,10,0.01200,0.66700,0.56500,-0.06600,60
jon pardi,3,4533372,2743,27,290053,276046,636153,215800,32807,501548,68,256724,120,206,0.22700,1.41300,1.62200,0.16600,66
jon pardi,4,4533372,1957,32.5,290053,276046,636153,215800,32807,501548,68,256724,120,206,0.22700,1.41300,1.62200,0.16600,89
jon pardi,4,2967297,4691,28,290053,276046,636153,215800,32807,501548,68,256724,120,206,0.22700,1.41300,1.62200,0.16600,100
jon pardi,3,4779736,1933,28.25,290053,276046,636153,215800,32807,501548,68,256724,120,206,0.22700,1.41300,1.62200,0.16600,100
jon pardi,1,4533372,3059,22.5,290053,276046,636153,215800,32807,501548,68,256724,120,206,0.22700,1.41300,1.62200,0.16600,69
jon wolfe,4,26448193,4300,31.25,77936,995,470882,28400,1816,20440,47,14127,8,10,0.12300,1.98600,2.81700,0.34000,95
jordan feliz,2,5029196,1059,32,61430,138492,1243966,75100,9556,103135,54,10663,75,82,0.51400,0.95800,1.59800,0.86300,58
jorja smith,2,6547629,500,22.5,148312,311626,305288,1300000,556400,463070,74,193537,554,1000,3.43700,3.66500,0.00000,1.71400,100
joseph,4,12702379,320,37.25,28313,230243,14647035,38200,7442,51817,52,9956,1000,1000,0.13400,0.54900,0.52400,-0.11000,75
joshua radin,0,38332521,500,25,314418,20486,2942369,54300,3883,268748,56,69400,2,3,0.02900,0.15900,0.18400,-0.22300,100
joyce didonato,6,38332521,1150,82.5,98101,813,14741,43900,10388,9001,34,41901,4,7,0.05500,1.11900,1.13900,0.07900,88
judah the lion,3,4779736,2398,55,78799,60177,15647988,104400,22132,140641,57,46951,9,9,0.05100,0.64600,-0.28700,-0.27700,100
judah the lion,0,601723,1200,15,78799,60177,15647988,104400,22132,140641,57,46951,9,9,0.05100,0.64600,-0.28700,-0.27700,100
judah the lion,4,9535483,1062,23.5,78799,60177,15647988,104400,22132,140641,57,46951,9,9,0.05100,0.64600,-0.28700,-0.27700,100
judas priest,6,6724540,5712,67.25,521054,348731,2681261,507500,25812,1078295,64,90059,448,553,0.01900,0.10900,1.49800,0.87800,100
judas priest,6,26448193,6582,83.25,521054,348731,2681261,507500,25812,1078295,64,90059,448,553,0.01900,0.10900,1.49800,0.87800,67
judas priest,3,5686986,6339,54.5,521054,348731,2681261,507500,25812,1078295,64,90059,448,553,0.01900,0.10900,1.49800,0.87800,53
julien baker,0,6547629,803,22.5,71228,1775,242505,77600,42223,95508,51,55088,43,48,0.45600,1.12200,2.19100,0.19600,68
julien baker,4,19378102,347,35,71228,1775,242505,77600,42223,95508,51,55088,43,48,0.45600,1.12200,2.19100,0.19600,100
jungle,1,38332521,1000,10,169947,52572,30558733,35900,12159,236685,59,1409,1000,1000,0.28700,1.11900,2.22800,14.12300,41
jungle,3,3831074,850,26.5,169947,52572,30558733,35900,12159,236685,59,1409,1000,1000,0.28700,1.11900,2.22800,14.12300,100
justin timberlake,6,26448193,16741,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,0,18801310,16208,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,5,38332521,16621,165,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,0,11536504,17687,137.25,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,4,9687653,12149,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,0,9883640,17131,137.25,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,1,18801310,16631,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,5,18801310,16369,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,2,26448193,14963,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,2,6547629,15488,165,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,3,2763885,14862,137.25,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,4,18801310,15126,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,5,2700551,15247,170,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,2,6346105,14594,137.25,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,2,6392017,16288,137.25,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,1,38332521,15610,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,5,3751351,17162,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
justin timberlake,2,6346105,16055,149.75,246403,7474091,19589115,50700000,1474400,6574970,80,64194259,1000,1000,-16.52600,0.04400,0.39400,-0.09200,100
kansas,3,3046355,2533,57.5,475543,230331,223723109,13300,1544,516134,65,37879,1000,1000,-0.25000,1.39200,1.50400,0.05300,26
kansas,3,8791894,1366,74,475543,230331,223723109,13300,1544,516134,65,37879,1000,1000,-0.25000,1.39200,1.50400,0.05300,64
kansas,4,4814180,1825,76.25,475543,230331,223723109,13300,1544,516134,65,37879,1000,1000,-0.25000,1.39200,1.50400,0.05300,35
kasbo,3,3831074,312,6,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,4,6547629,350,7.5,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,5,6724540,650,6,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,4,5303925,500,6.5,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,5,12830632,450,6,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,3,19378102,325,6,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,4,38332521,550,7.5,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kasbo,4,5029196,625,16.5,44720,4148,158193,23300,9724,44532,61,11057,64,99,0.14800,4.17100,1.71700,0.94100,100
kat edmonson,4,2700551,244,42,26895,6746,1769659,4470,1263,30660,43,4417,5,6,0.34200,2.15200,0.26800,-0.15800,78
kate nash,4,12830632,700,12.5,548817,53998,24556420,105600,4828,249226,54,126199,30,34,-0.07800,0.29100,3.12500,0.09900,68
kate nash,0,601723,562,12.5,548817,53998,24556420,105600,4828,249226,54,126199,30,34,-0.07800,0.29100,3.12500,0.09900,100
katt williams,5,4533372,7784,78.5,512206,9475,264386,96500,12991,41112,43,2310835,82,162,-1.07900,3.55200,0.31100,-0.07300,56
katt williams,4,18801310,4241,117,512206,9475,264386,96500,12991,41112,43,2310835,82,162,-1.07900,3.55200,0.31100,-0.07300,100
keb mo,3,12830632,304,81.5,156714,10615,1397610,15200,1284,105264,51,23588,19,31,0.07300,0.68000,0.65800,0.26700,100
keith sweat,4,38332521,1198,69.5,20860,137515,32876564,193400,17604,601672,56,124055,264,326,-13.25500,1.26600,2.17200,0.36500,88
keller williams,3,19378102,400,32.5,139582,3857,303535,41600,2754,49888,44,18790,226,266,0.04000,0.30700,0.72100,0.34600,85
keller williams,4,601723,660,32,139582,3857,303535,41600,2754,49888,44,18790,226,266,0.04000,0.30700,0.72100,0.34600,71
kenny chesney,3,26448193,15938,78.75,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,96
kenny chesney,5,9687653,51312,152.5,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,100
kenny chesney,3,18801310,18830,84,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,100
kenny chesney,2,26448193,12071,63.25,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,92
kenny chesney,5,26448193,48625,145,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,96
kenny chesney,5,18801310,55292,145,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,100
kenny chesney,5,5686986,43526,147,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,100
kenny chesney,3,6483802,23065,83.25,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,86
kenny chesney,5,5303925,48255,144.5,567199,758662,14084502,1000000,103751,1973308,74,2710611,458,1000,-0.38900,10.40500,0.00000,-0.07300,100
kenny lattimore,6,8001024,480,22.5,672940,29265,12614743,116600,7084,131391,43,105597,28,33,-0.03100,3.97300,0.08600,0.16000,82
kevin hart,6,9535483,16153,93.75,875033,2500128,47385412,60800000,67000,21,26,34392108,648,887,-2.52200,0.42200,0.65800,-0.03000,99
kevin hart,3,2853118,14746,82,875033,2500128,47385412,60800000,67000,21,26,34392108,648,887,-2.52200,0.42200,0.65800,-0.03000,48
kevin hart,5,18801310,11782,92.5,875033,2500128,47385412,60800000,67000,21,26,34392108,648,887,-2.52200,0.42200,0.65800,-0.03000,98
kevin hart,4,4779736,11193,82.25,875033,2500128,47385412,60800000,67000,21,26,34392108,648,887,-2.52200,0.42200,0.65800,-0.03000,98
kevin nealon,4,12830632,304,47.5,31561,48337,718199,55900,1732,852,21,1409618,5,7,-0.14600,0.57900,2.86200,-0.07900,100
k flay,3,5988927,1306,27,123009,104377,27888314,90100,19933,186812,63,58104,53,57,0.30000,1.63100,2.55300,0.45400,100
khalid,2,1052567,6384,33,478958,79763,52840211,3700000,1705900,2650795,90,2179506,1000,1000,1.65900,2.05400,2.70300,1.62400,77
khalid,4,26448193,6331,50.95,478958,79763,52840211,3700000,1705900,2650795,90,2179506,1000,1000,1.65900,2.05400,2.70300,1.62400,100
kick the inxs experience,5,12702379,370,12.5,6290,124,5602,624,270,,,1938,0,0,1.63800,1.60700,0.16000,0.10300,93
kick the inxs experience,4,9883640,400,17.5,6290,124,5602,624,270,,,1938,0,0,1.63800,1.60700,0.16000,0.10300,88
kid koala,5,9883640,500,22.5,89064,4062,275151,24000,628,54527,48,25183,5,6,-0.08200,0.20300,0.41700,-0.01600,42
kiefer sutherland,2,26448193,370,28.5,499524,0,2075114,109900,27909,8018,29,487879,26,38,-0.05300,0.68100,0.91000,-0.03500,100
kiefer sutherland,6,38332521,475,39,499524,0,2075114,109900,27909,8018,29,487879,26,38,-0.05300,0.68100,0.91000,-0.03500,76
kill paris,3,625741,750,19,215518,28428,484527,19400,948,38293,47,34202,3,3,-0.12400,0.12400,0.51500,-0.13400,14
king krule,1,26448193,1550,31.25,246253,116124,19003389,25000,10091,311620,58,13315,107,713,0.06400,0.56700,0.00000,0.60100,100
king lil g,3,5029196,1150,17.5,684661,623356,101217194,716800,114000,212882,58,79319,32,40,-0.08200,1.06200,0.60000,0.23300,58
kinky boots,0,18801310,1960,67.5,257244,17454,2906730,127000,21652,1658,41,62709,166,414,0.04300,0.89300,0.86600,0.05900,100
kinky boots,1,5686986,1141,82.5,257244,17454,2906730,127000,21652,1658,41,62709,166,414,0.04300,0.89300,0.86600,0.05900,100
kinky boots,4,6483802,2456,73.5,257244,17454,2906730,127000,21652,1658,41,62709,166,414,0.04300,0.89300,0.86600,0.05900,100
kinky boots,1,5303925,1886,72,257244,17454,2906730,127000,21652,1658,41,62709,166,414,0.04300,0.89300,0.86600,0.05900,100
kiran ahluwalia,3,6724540,260,17.5,26583,2049,712802,1473,201,1492,12,2654,2,6,0.03000,0.66800,0.33900,0.26400,96
kitchen dwellers,2,5029196,625,13.5,13612,286,34397,4117,723,3706,28,880,0,0,0.61000,2.83200,2.86600,0.90900,81
kody west,3,26448193,250,11,4899,107,15930,5326,1573,3894,41,4278,5,7,1.32700,5.49300,1.69000,2.57100,31
koe wetzel,3,26448193,1000,19.5,36498,2971,598856,26000,4947,25531,54,85411,33,62,3.11200,2.78700,5.00000,1.77000,82
koe wetzel,5,3751351,2000,17.5,36498,2971,598856,26000,4947,25531,54,85411,33,62,3.11200,2.78700,5.00000,1.77000,95
korby lenker,6,6724540,263,15,8423,31,1873,2496,355,744,14,1834,0,0,0.20200,0.53400,0.28000,-0.05500,22
kurt elling,4,2700551,244,48,51462,967,172793,9595,1332,31799,45,901,7,9,0.52900,1.35900,1.24000,1.77600,100
kygo,0,601723,6000,65,531557,4082586,370620767,3200000,509700,3391813,84,437954,598,1000,1.00300,3.70400,0.00000,0.39400,100
kygo,1,6724540,5967,52.5,531557,4082586,370620767,3200000,509700,3391813,84,437954,598,1000,1.00300,3.70400,0.00000,0.39400,53
l7,2,6547629,953,28.5,159211,2302,118856,21700,7249,87858,44,6288,1000,1000,0.18900,0.33800,2.30400,0.33400,58
l7,4,12830632,1150,13.25,159211,2302,118856,21700,7249,87858,44,6288,1000,1000,0.18900,0.33800,2.30400,0.33400,65
last revel,4,19378102,430,11.5,9363,89,18555,3383,780,6081,39,902,0,0,0.37400,1.83200,1.27100,-0.33300,23
layne,3,19378102,150,11,5741,28057,883404,10400,1972,4234,33,3263,487,1000,-0.01700,0.81500,-0.96200,-0.30600,26
leann rimes,5,11536504,1200,122.5,679702,130583,62698685,355200,11712,359554,59,529756,135,196,-0.05600,1.56600,0.28200,-0.09100,64
leon bridges,5,38332521,426,19.75,239969,211405,59654,303800,17520,586162,71,94793,123,212,0.25400,21.00600,0.65800,0.29300,100
liquid stranger,5,9687653,978,7.5,237490,211,50041,68200,10580,68387,46,40087,4,9,-0.04100,12.76400,3.07900,0.96800,100
liquid stranger,4,5686986,700,25,237490,211,50041,68200,10580,68387,46,40087,4,9,-0.04100,12.76400,3.07900,0.96800,100
liquid stranger,5,9883640,1500,22.5,237490,211,50041,68200,10580,68387,46,40087,4,9,-0.04100,12.76400,3.07900,0.96800,100
liquid stranger,5,5029196,950,22.5,237490,211,50041,68200,10580,68387,46,40087,4,9,-0.04100,12.76400,3.07900,0.96800,100
lissie,4,38332521,425,19,187877,73589,8247497,34800,4084,132470,52,42272,128,188,-0.01200,0.32200,0.28700,0.02100,21
little big town,5,5988927,6651,43,187387,530513,1861868,953800,50964,1099614,64,1214462,67,89,-0.74100,0.10100,0.69200,0.08700,90
little big town,4,18801310,3916,58.5,187387,530513,1861868,953800,50964,1099614,64,1214462,67,89,-0.74100,0.10100,0.69200,0.08700,100
logic,2,1826341,6429,13.25,575297,1085062,190958322,5600000,909199,2599730,83,2387250,1000,1000,0.18600,0.79800,1.78600,-0.18600,100
lone bellow,3,26448193,900,19,62212,9053,1867369,50000,2141,51120,45,23587,10,24,0.11100,0.37200,0.40000,-0.00800,51
lorde,6,6346105,9960,69.5,521714,3988108,97286403,6200000,434600,3445866,75,8014889,1000,1000,-1.54700,0.05300,0.00000,-0.69400,97
lord huron,5,12830632,2540,17,157268,238550,94262123,70000,24883,378535,72,31973,171,202,0.55000,4.19200,1.42900,0.64700,100
lord huron,4,601723,6000,50,157268,238550,94262123,70000,24883,378535,72,31973,171,202,0.55000,4.19200,1.42900,0.64700,100
lord huron,3,19378102,2702,49.5,157268,238550,94262123,70000,24883,378535,72,31973,171,202,0.55000,4.19200,1.42900,0.64700,100
lord huron,0,6547629,2425,43,157268,238550,94262123,70000,24883,378535,72,31973,171,202,0.55000,4.19200,1.42900,0.64700,100
los lobos,4,6392017,1300,32,131093,9127,10363722,4212,1950,5603,27,11658,164,411,0.01500,0.12900,2.32700,0.32600,60
los lobos,6,12702379,320,75,131093,9127,10363722,4212,1950,5603,27,11658,164,411,0.01500,0.12900,2.32700,0.32600,100
los lobos,6,12830632,1852,40,131093,9127,10363722,4212,1950,5603,27,11658,164,411,0.01500,0.12900,2.32700,0.32600,61
los lobos,3,8001024,500,24.75,131093,9127,10363722,4212,1950,5603,27,11658,164,411,0.01500,0.12900,2.32700,0.32600,100
lostboycrow,1,38332521,500,14,7937,9392,807297,9186,2163,50747,57,4698,14,17,-0.08800,1.17900,0.53300,-0.23400,42
madison beer,4,26448193,425,25,911551,1034046,11400645,11100000,1406500,493878,69,2562604,169,424,-0.46500,0.14000,0.90100,-0.22200,100
magic men live,4,5303925,2098,42.5,145517,8975,501355,159400,0,,,20761,2,2,-0.10100,0.27200,0.25100,0.00000,24
